Any,GRUP,Nivell,Sou,Complement Destinacio,Complement Especific,Total Mensual,Total anual,Import sou paga extraordinaria,Import mensual trienni,Import trienni paga extra,Secretari alt carrec
2009,A2,18,982.64,414.31,484.52,1881.47,26243.68,,35.62,,
2009,A2,17,982.64,390.74,482.7,1856.08,25888.58,,35.62,,
2009,A2,16,982.64,367.23,480.92,1830.79,25534.88,,35.62,,
2009,AP,14,546.82,320.09,462.08,1328.99,18513.45,,13.42,,
2009,AP,13,546.82,296.5,433.8,1277.12,17792.92,,13.42,,
2009,AP,12,546.82,272.93,432.01,1251.76,17438.24,,13.42,,
2009,AP,11,546.82,249.37,430.21,1226.4,17083.56,,13.42,,
2009,AP,10,546.82,225.83,428.44,1201.09,16729.58,,13.42,,
2009,AP,9,546.82,214.05,427.52,1188.39,16551.96,,13.42,,
2009,AP,8,546.82,202.24,426.65,1175.71,16374.61,,13.42,,
2009,C1,22,732.51,535.06,613.7,1881.27,26215.04,,26.75,,
2009,C1,21,732.51,496.76,540.35,1769.62,24666.61,,26.75,,
2009,C1,20,732.51,461.45,533.76,1727.72,24081.33,,26.75,,
2009,C1,19,732.51,437.89,524.73,1695.13,23626.88,,26.75,,
2009,C1,18,,,,,,,,,Sí
2009,C1,18,732.51,414.31,515.67,1662.49,23171.73,,26.75,,
2009,C1,17,732.51,390.74,492.64,1615.89,22523.94,,26.75,,
2009,C1,16,,,,,,,,,Sí
2009,C1,16,732.51,367.23,457.6,1557.34,21711.24,,26.75,,
2009,C1,16,732.51,367.23,483.55,1583.29,22069.35,,26.75,,
2009,C1,15,732.51,343.63,455.8,1531.94,21356,,26.75,,
2009,C1,14,732.51,320.09,454.03,1506.63,21002.02,,26.75,,
2009,C1,13,732.51,296.5,452.23,1481.24,20646.92,,26.75,,
2009,C1,12,732.51,272.93,450.44,1455.88,20292.24,,26.75,,
2009,C2,18,,,,,,,,,Sí
2009,C2,18,598.95,414.31,506.19,1519.45,21171.07,,17.88,,
2009,C2,17,598.95,390.74,502.16,1491.85,20785.47,,17.88,,
2009,C2,16,,,,,,,,,Sí
2009,C2,16,598.95,390.74,502.16,1464.67,20405.69,,17.88,,
2009,C2,15,598.95,390.74,502.16,1436.24,20008.63,,17.88,,
2009,C2,14,598.95,367.23,498.49,1409.76,19638.5,,17.88,,
2009,C2,13,598.95,343.63,493.66,1334.53,18595.61,,17.88,,
2009,C2,12,598.95,296.5,439.08,1309.18,18241.06,,17.88,,
2009,C2,11,598.95,272.93,437.3,1283.83,17886.52,,17.88,,
2009,C2,10,598.95,249.37,435.51,1258.49,17532.12,,17.88,,
2008,A1,30,1135.11,996.73,2647.02,4778.86,64257.02,,43.63,,
2008,A1,30,1135.11,996.73,2784.45,4916.29,66043.62,,43.63,,
2008,A1,29,1135.11,894.03,2612.71,4641.85,62373.2,,43.63,,
2008,A1,28,1135.11,856.45,2513.34,4504.9,60555.26,,43.63,,
2008,A1,27,1135.11,818.84,2118.62,4072.57,54897.36,,43.63,,
2008,A1,27,1135.11,818.84,2230.13,4184.08,56347,,43.63,,
2008,A1,27,1135.11,818.84,2354.75,4308.7,57967.06,,43.63,,
2008,A1,26,1135.11,718.37,1979.37,3832.85,51680.54,,43.63,,
2008,A1,25,1135.11,637.36,1908.4,3680.87,49623.78,,43.63,,
2008,A1,24,1135.11,599.76,1075.85,2810.72,38274.24,,43.63,,
2008,A1,24,1135.11,599.76,1167.46,2902.33,39465.16,,43.63,,
2008,A1,24,1135.11,599.76,1641.12,3375.99,45622.74,,43.63,,
2008,A1,24,1135.11,599.76,1808.78,3543.65,47802.32,,43.63,,
2008,A1,23,1135.11,562.18,930.37,2627.66,35856.88,,43.63,,
2008,A1,22,1135.11,524.56,601.66,2261.33,31056.96,,43.63,,
2008,A1,22,1135.11,524.56,748.25,2407.92,32962.64,,43.63,,
2008,A1,22,1135.11,524.56,849.02,2508.69,34272.64,,43.63,,
2008,A1,21,1135.11,487.01,569.68,2191.8,30115.52,,43.63,,
2008,A1,20,1135.11,452.4,495.18,2082.69,28662.48,,43.63,,
2008,A1,20,1135.11,452.4,559.2,2146.71,29494.74,,43.63,,
2008,A2,26,963.37,718.37,1710.18,3391.92,45776.7,,34.92,,
2008,A2,26,963.37,718.37,1801.78,3483.52,46967.5,,34.92,,
2008,A2,25,963.37,637.36,1650.18,3250.91,43862.56,,34.92,,
2008,A2,24,963.37,599.76,817.61,2380.74,32512.76,,34.92,,
2008,A2,24,963.37,599.76,926.8,2489.93,33932.22,,34.92,,
2008,A2,24,963.37,599.76,1371.18,2934.31,39709.16,,34.92,,
2008,A2,24,963.37,599.76,1550.54,3113.67,42040.84,,34.92,,
2008,A2,23,963.37,562.18,763.73,2289.28,31286.2,,34.92,,
2008,A2,22,963.37,524.56,601.66,2089.59,28652.6,,34.92,,
2008,A2,22,963.37,524.56,664.1,2152.03,29464.32,,34.92,,
2008,A2,21,963.37,487.01,569.68,2020.06,27711.16,,34.92,,
2008,A2,20,963.37,452.4,507.51,1923.28,26418.42,,34.92,,
2008,A2,20,963.37,452.4,559.2,1974.97,27090.38,,34.92,,
2008,A2,19,963.37,429.3,497.62,1890.29,25966.44,,34.92,,
2008,A2,18,963.37,406.18,475.01,1844.56,25348.84,,34.92,,
2008,A2,17,963.37,383.07,473.23,1819.67,25002.16,,34.92,,
2008,A2,16,963.37,360.02,471.49,1794.88,24656.84,,34.92,,
2008,AP,14,536.09,313.81,453.01,1302.91,17787.74,,13.15,,
2008,AP,13,536.09,290.68,425.29,1252.06,17103.56,,13.15,,
2008,AP,12,536.09,267.57,423.53,1227.19,16757.14,,13.15,,
2008,AP,11,536.09,244.48,421.77,1202.34,16411,,13.15,,
2008,AP,10,536.09,221.4,420.03,1177.52,16065.26,,13.15,,
2008,AP,9,536.09,209.85,419.13,1165.07,15891.86,,13.15,,
2008,AP,8,536.09,198.27,418.28,1152.64,15718.68,,13.15,,
2008,C1,22,718.14,524.56,601.66,1844.36,25219.38,,26.22,,
2008,C1,21,718.14,487.01,529.75,1734.9,23758.86,,26.22,,
2008,C1,20,718.14,452.4,523.29,1693.83,23190.34,,26.22,,
2008,C1,19,718.14,429.3,514.44,1661.88,22751.88,,26.22,,
2008,C1,18,718.14,406.18,794.15,1918.47,26064.44,,26.22,,Sí
2008,C1,18,718.14,406.18,505.55,1629.87,22312.64,,26.22,,
2008,C1,17,718.14,383.07,482.98,1584.19,21695.68,,26.22,,
2008,C1,16,718.14,360.02,607.4,1685.56,22990.44,,26.22,,Sí
2008,C1,16,718.14,360.02,448.62,1526.78,20926.3,,26.22,,
2008,C1,16,718.14,360.02,474.06,1552.22,21257.02,,26.22,,
2008,C1,15,718.14,336.89,446.86,1501.89,20579.6,,26.22,,
2008,C1,14,718.14,313.81,445.12,1477.07,20233.86,,26.22,,
2008,C1,13,718.14,290.68,443.36,1452.18,19887.16,,26.22,,
2008,C1,12,718.14,267.57,441.6,1427.31,19540.74,,26.22,,
2008,C2,18,587.2,406.18,794.15,1787.53,24231.28,,17.52,,Sí
2008,C2,18,587.2,406.18,496.26,1489.64,20358.7,,17.52,,
2008,C2,17,587.2,383.07,492.31,1462.58,19983.82,,17.52,,
2008,C2,16,587.2,360.02,607.4,1554.62,21157.28,,17.52,,Sí
2008,C2,16,587.2,360.02,488.71,1435.93,19614.32,,17.52,,
2008,C2,15,587.2,336.89,483.98,1408.07,19229,,17.52,,
2008,C2,14,587.2,313.81,481.09,1382.1,18868.32,,17.52,,
2008,C2,13,587.2,290.68,430.47,1308.35,17886.44,,17.52,,
2008,C2,12,587.2,267.57,428.72,1283.49,17540.14,,17.52,,
2008,C2,11,587.2,244.48,426.97,1258.65,17194.14,,17.52,,
2008,C2,10,587.2,221.4,425.2,1233.8,16848,,17.52,,
2007,A1,30,1112.85,977.18,2587.5,4677.53,61604.18,,42.77,,
2007,A1,30,1112.85,977.18,2721.84,4811.87,63283.42,,42.77,,
2007,A1,29,1112.85,876.5,2553.96,4543.31,59775.4,,42.77,,
2007,A1,28,1112.85,839.65,2456.83,4409.33,58045.38,,42.77,,
2007,A1,27,1112.85,802.78,2070.98,3986.61,52706.08,,42.77,,
2007,A1,27,1112.85,802.78,2179.99,4095.62,54068.7,,42.77,,
2007,A1,27,1112.85,802.78,2301.8,4217.43,55591.32,,42.77,,
2007,A1,26,1112.85,704.28,1934.86,3751.99,49625.58,,42.77,,
2007,A1,25,1112.85,624.86,1865.49,3603.2,47646.58,,42.77,,
2007,A1,24,1112.85,588,1051.66,2752.51,36957.66,,42.77,,
2007,A1,24,1112.85,588,1141.21,2842.06,38077.04,,42.77,,
2007,A1,24,1112.85,588,1604.22,3305.07,43864.66,,42.77,,
2007,A1,24,1112.85,588,1768.11,3468.96,45913.28,,42.77,,
2007,A1,23,1112.85,551.15,909.45,2573.45,34664.14,,42.77,,
2007,A1,22,1112.85,514.27,588.13,2215.25,30131.32,,42.77,,
2007,A1,22,1112.85,514.27,731.42,2358.54,31922.44,,42.77,,
2007,A1,22,1112.85,514.27,829.93,2457.05,33153.82,,42.77,,
2007,A1,21,1112.85,477.46,556.87,2147.18,29225.22,,42.77,,
2007,A1,20,1112.85,443.52,484.04,2040.41,27839.68,,42.77,,
2007,A1,20,1112.85,443.52,546.62,2102.99,28621.94,,42.77,,
2007,A2,26,944.48,704.28,1671.73,3320.49,43979.28,,34.23,,
2007,A2,26,944.48,704.28,1761.27,3410.03,45098.52,,34.23,,
2007,A2,25,944.48,624.86,1613.07,3182.41,42134.14,,34.23,,
2007,A2,24,944.48,588,799.22,2331.7,31444.98,,34.23,,
2007,A2,24,944.48,588,905.96,2438.44,32779.22,,34.23,,
2007,A2,24,944.48,588,1340.35,2872.83,38209.1,,34.23,,
2007,A2,24,944.48,588,1515.67,3048.15,40400.6,,34.23,,
2007,A2,23,944.48,551.15,746.55,2242.18,30270.7,,34.23,,
2007,A2,22,944.48,514.27,588.13,2046.88,27774.14,,34.23,,
2007,A2,22,944.48,514.27,649.16,2107.91,28537,,34.23,,
2007,A2,21,944.48,477.46,556.87,1978.81,26868.04,,34.23,,
2007,A2,20,944.48,443.52,496.09,1884.09,25633.14,,34.23,,
2007,A2,20,944.48,443.52,546.62,1934.62,26264.76,,34.23,,
2007,A2,19,944.48,420.88,486.43,1851.79,25195.42,,34.23,,
2007,A2,18,944.48,398.21,464.33,1807.02,24601.8,,34.23,,
2007,A2,17,944.48,375.55,462.59,1782.62,24262.8,,34.23,,
2007,A2,16,944.48,352.96,460.88,1758.32,23925.16,,34.23,,
2007,AP,14,525.57,307.65,442.82,1276.04,17200.34,,12.89,,
2007,AP,13,525.57,284.98,415.72,1226.27,16544.2,,12.89,,
2007,AP,12,525.57,262.32,414,1201.89,16205.46,,12.89,,
2007,AP,11,525.57,239.68,412.28,1177.53,15867,,12.89,,
2007,AP,10,525.57,217.05,410.58,1153.2,15528.94,,12.89,,
2007,AP,9,525.57,205.73,409.7,1141,15359.46,,12.89,,
2007,AP,8,525.57,194.38,408.87,1128.82,15190.18,,12.89,,
2007,C1,22,704.05,514.27,588.13,1806.45,24408.12,,25.7,,
2007,C1,21,704.05,477.46,517.83,1699.34,23014.02,,25.7,,
2007,C1,20,704.05,443.52,511.52,1659.09,22459.98,,25.7,,
2007,C1,19,704.05,420.88,502.87,1627.8,22034.9,,25.7,,
2007,C1,18,704.05,398.21,776.29,1878.55,25135.28,,25.7,,Sí
2007,C1,18,704.05,398.21,494.18,1596.44,21608.9,,25.7,,
2007,C1,17,704.05,375.55,472.12,1551.72,21015.9,,25.7,,
2007,C1,16,704.05,352.96,593.74,1650.75,22219.9,,25.7,,Sí
2007,C1,16,704.05,352.96,438.53,1495.54,20279.78,,25.7,,
2007,C1,16,704.05,352.96,463.4,1520.41,20590.64,,25.7,,
2007,C1,15,704.05,330.28,436.81,1471.14,19940.76,,25.7,,
2007,C1,14,704.05,307.65,435.11,1446.81,19602.68,,25.7,,
2007,C1,13,704.05,284.98,433.39,1422.42,19263.8,,25.7,,
2007,C1,12,704.05,262.32,431.67,1398.04,18925.06,,25.7,,
2007,C2,18,575.68,398.21,776.29,1750.18,23338.1,,17.17,,Sí
2007,C2,18,575.68,398.21,485.1,1458.99,19698.22,,17.17,,
2007,C2,17,575.68,375.55,481.24,1432.47,19332.72,,17.17,,
2007,C2,16,575.68,352.96,593.74,1522.38,20422.72,,17.17,,Sí
2007,C2,16,575.68,352.96,477.72,1406.36,18972.46,,17.17,,
2007,C2,15,575.68,330.28,473.09,1379.05,18597.08,,17.17,,
2007,C2,14,575.68,307.65,470.27,1353.6,18245,,17.17,,
2007,C2,13,575.68,284.98,420.79,1281.45,17309.12,,17.17,,
2007,C2,12,575.68,262.32,419.08,1257.08,16970.5,,17.17,,
2007,C2,11,575.68,239.68,417.37,1232.73,16632.18,,17.17,,
2007,C2,10,575.68,217.05,415.64,1208.37,16293.72,,17.17,,
